#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HP	SERPINA1	9606.ENSP00000348170	9606.ENSP00000416066	0	0	0	0	0.171	0.120	0	0.878	0.904
HPCAL4	S100B	9606.ENSP00000361935	9606.ENSP00000291700	0	0	0	0	0.185	0.344	0	0.082	0.467
HPCAL4	GABRD	9606.ENSP00000361935	9606.ENSP00000367848	0	0	0	0	0.469	0.056	0	0.105	0.512
HPN	FOLH1	9606.ENSP00000262626	9606.ENSP00000256999	0	0	0	0	0	0	0	0.465	0.465
HPN	SCGB3A1	9606.ENSP00000262626	9606.ENSP00000292641	0	0	0	0	0	0	0	0.468	0.468
HPN	MST1R	9606.ENSP00000262626	9606.ENSP00000296474	0	0	0	0	0.062	0.056	0	0.459	0.479
HPN	TMPRSS4	9606.ENSP00000262626	9606.ENSP00000477949	0	0	0.374	0.810	0.062	0.344	0	0.755	0.485
HPN	TMPRSS6	9606.ENSP00000262626	9606.ENSP00000371211	0	0	0	0.765	0.101	0.402	0	0.663	0.524
HPN	SPINT1	9606.ENSP00000262626	9606.ENSP00000342098	0	0	0	0	0.062	0.143	0	0.756	0.787
HRH1	LAMP5	9606.ENSP00000380247	9606.ENSP00000246070	0	0	0	0	0	0	0	0.561	0.561
HRH1	AOC1	9606.ENSP00000380247	9606.ENSP00000411613	0	0	0	0	0	0	0	0.518	0.518
HRK	E2F1	9606.ENSP00000257572	9606.ENSP00000345571	0	0	0	0	0	0	0	0.405	0.405
HRK	BID	9606.ENSP00000257572	9606.ENSP00000318822	0	0	0	0	0	0	0	0.426	0.426
HRK	BBC3	9606.ENSP00000257572	9606.ENSP00000404503	0	0	0	0	0	0	0	0.633	0.633
HRK	PMAIP1	9606.ENSP00000257572	9606.ENSP00000326119	0	0	0	0	0	0	0	0.828	0.828
HS6ST2	B3GNT3	9606.ENSP00000429473	9606.ENSP00000321874	0	0	0	0	0	0	0	0.503	0.503
HS6ST2	SDC4	9606.ENSP00000429473	9606.ENSP00000361818	0	0	0	0	0.062	0	0.900	0.219	0.920
ICAM1	ITGA3	9606.ENSP00000264832	9606.ENSP00000007722	0	0	0	0	0	0	0	0.414	0.414
ICAM1	TIMP1	9606.ENSP00000264832	9606.ENSP00000218388	0	0	0	0	0.098	0	0	0.612	0.635
ICAM1	CCL22	9606.ENSP00000264832	9606.ENSP00000219235	0	0	0	0	0.063	0	0	0.465	0.477
ICAM1	CCL17	9606.ENSP00000264832	9606.ENSP00000219244	0	0	0	0	0	0	0	0.508	0.508
ICAM1	CCL13	9606.ENSP00000264832	9606.ENSP00000225844	0	0	0	0	0.085	0	0	0.391	0.419
ICAM1	CCND1	9606.ENSP00000264832	9606.ENSP00000227507	0	0	0	0	0.062	0	0	0.477	0.489
ICAM1	C3	9606.ENSP00000264832	9606.ENSP00000245907	0	0	0	0	0.098	0	0	0.468	0.499
ICAM1	APOE	9606.ENSP00000264832	9606.ENSP00000252486	0	0	0	0	0.062	0	0	0.673	0.680
ICAM1	LGALS3	9606.ENSP00000264832	9606.ENSP00000254301	0	0	0	0	0.088	0	0	0.469	0.495
ICAM1	NT5E	9606.ENSP00000264832	9606.ENSP00000257770	0	0	0	0	0.075	0	0	0.571	0.586
ICAM1	MMP7	9606.ENSP00000264832	9606.ENSP00000260227	0	0	0	0	0.069	0	0	0.391	0.408
ICAM1	NOX4	9606.ENSP00000264832	9606.ENSP00000263317	0	0	0	0	0	0	0	0.526	0.526
ICAM1	CDH2	9606.ENSP00000264832	9606.ENSP00000269141	0	0	0	0	0	0	0	0.400	0.400
ICAM1	SERPINA1	9606.ENSP00000264832	9606.ENSP00000416066	0	0	0	0	0.111	0	0	0.359	0.405
ICAM1	HP	9606.ENSP00000264832	9606.ENSP00000348170	0	0	0	0	0.062	0	0	0.392	0.405
ICAM1	ENTPD1	9606.ENSP00000264832	9606.ENSP00000360250	0	0	0	0	0	0	0	0.406	0.406
ICAM1	ALOX5	9606.ENSP00000264832	9606.ENSP00000363512	0	0	0	0	0.060	0	0	0.408	0.419
ICAM1	F2R	9606.ENSP00000264832	9606.ENSP00000321326	0	0	0	0	0	0	0	0.423	0.422
ICAM1	PLAU	9606.ENSP00000264832	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.402	0.437
ICAM1	PLAUR	9606.ENSP00000264832	9606.ENSP00000339328	0	0	0	0	0.131	0	0	0.416	0.470
ICAM1	DPP4	9606.ENSP00000264832	9606.ENSP00000353731	0	0	0	0	0.062	0	0	0.462	0.474
ICAM1	SAA1	9606.ENSP00000264832	9606.ENSP00000384906	0	0	0	0	0.070	0	0	0.459	0.475
ICAM1	LCN2	9606.ENSP00000264832	9606.ENSP00000362108	0	0	0	0	0.062	0	0	0.477	0.488
ICAM1	ITGA2	9606.ENSP00000264832	9606.ENSP00000296585	0	0	0	0	0	0	0	0.501	0.501
ICAM1	ESM1	9606.ENSP00000264832	9606.ENSP00000370812	0	0	0	0	0	0	0	0.508	0.508
ICAM1	ANPEP	9606.ENSP00000264832	9606.ENSP00000300060	0	0	0	0	0.098	0	0	0.530	0.557
ICAM1	CD1A	9606.ENSP00000264832	9606.ENSP00000289429	0	0	0	0	0.069	0	0	0.562	0.574
ICAM1	ICAM4	9606.ENSP00000264832	9606.ENSP00000342114	0	0.052	0	0	0.065	0	0	0.595	0.610
ICAM1	FN1	9606.ENSP00000264832	9606.ENSP00000346839	0	0	0	0	0.064	0	0	0.739	0.746
ICAM1	CD55	9606.ENSP00000264832	9606.ENSP00000356030	0	0	0	0	0.069	0	0	0.803	0.809
ICAM1	CXCL8	9606.ENSP00000264832	9606.ENSP00000306512	0	0	0	0	0.214	0	0	0.858	0.883
ICAM1	MST1R	9606.ENSP00000264832	9606.ENSP00000296474	0	0	0	0	0	0	0.900	0.090	0.905
ICAM1	MUC1	9606.ENSP00000264832	9606.ENSP00000484824	0	0	0	0	0.076	0	0.900	0.988	0.998
ICAM4	ICAM5	9606.ENSP00000342114	9606.ENSP00000221980	0	0.191	0	0.630	0.104	0	0	0.764	0.455
ICAM4	ICAM1	9606.ENSP00000342114	9606.ENSP00000264832	0	0.052	0	0	0.065	0	0	0.595	0.610
ICAM5	ICAM4	9606.ENSP00000221980	9606.ENSP00000342114	0	0.191	0	0.630	0.104	0	0	0.764	0.455
IER5L	FAM111B	9606.ENSP00000361569	9606.ENSP00000341565	0	0	0	0	0	0	0	0.459	0.459
IER5L	PIP5KL1	9606.ENSP00000361569	9606.ENSP00000373399	0	0	0	0	0	0	0	0.404	0.404
IGF2BP2	CDKN2B	9606.ENSP00000371634	9606.ENSP00000276925	0	0	0	0	0	0	0	0.563	0.563
IGF2BP2	ALDH1A3	9606.ENSP00000371634	9606.ENSP00000332256	0	0	0	0	0.423	0	0	0.073	0.442
IGF2BP2	C2CD4A	9606.ENSP00000371634	9606.ENSP00000347712	0	0	0	0	0	0	0	0.603	0.603
IGF2BP2	C2CD4B	9606.ENSP00000371634	9606.ENSP00000369755	0	0	0	0	0	0	0	0.518	0.518
IGF2BP2	CDKN2A	9606.ENSP00000371634	9606.ENSP00000418915	0	0	0	0	0	0	0	0.636	0.636
IGF2BP2	ADAMTS9	9606.ENSP00000371634	9606.ENSP00000418735	0	0	0	0	0	0	0	0.668	0.668
IGF2BP2	HMGA2	9606.ENSP00000371634	9606.ENSP00000437621	0	0	0	0	0.231	0	0	0.745	0.796
IGFBP2	TIMP1	9606.ENSP00000233809	9606.ENSP00000218388	0	0	0	0	0	0	0	0.577	0.577
IGFBP2	CHI3L1	9606.ENSP00000233809	9606.ENSP00000255409	0	0	0	0	0	0	0	0.408	0.408
IGFBP2	FN1	9606.ENSP00000233809	9606.ENSP00000346839	0	0	0	0	0.096	0	0	0.384	0.419
IGFBP2	PLAUR	9606.ENSP00000233809	9606.ENSP00000339328	0	0	0	0	0	0	0	0.419	0.419
IGFBP2	CDKN2A	9606.ENSP00000233809	9606.ENSP00000418915	0	0	0	0	0	0	0	0.443	0.443
IGFBP3	TIMP1	9606.ENSP00000370473	9606.ENSP00000218388	0	0	0	0	0.117	0	0	0.501	0.540
IGFBP3	COL1A1	9606.ENSP00000370473	9606.ENSP00000225964	0	0	0	0	0.290	0.270	0	0.341	0.628
IGFBP3	CCND1	9606.ENSP00000370473	9606.ENSP00000227507	0	0	0	0	0.141	0.128	0	0.459	0.559
IGFBP3	GDF15	9606.ENSP00000370473	9606.ENSP00000252809	0	0	0	0	0.088	0	0	0.375	0.406
IGFBP3	COL1A2	9606.ENSP00000370473	9606.ENSP00000297268	0	0	0	0	0.214	0	0	0.393	0.502
IGFBP3	IGFBP6	9606.ENSP00000370473	9606.ENSP00000301464	0	0	0	0.791	0.154	0	0.540	0.848	0.665
IGFBP3	COL3A1	9606.ENSP00000370473	9606.ENSP00000304408	0	0	0	0	0.230	0	0	0.284	0.425
IGFBP3	CXCL8	9606.ENSP00000370473	9606.ENSP00000306512	0	0	0	0	0	0	0	0.459	0.459
IGFBP3	FN1	9606.ENSP00000370473	9606.ENSP00000346839	0	0	0	0	0.303	0.486	0	0.961	0.985
IGFBP3	KRT19	9606.ENSP00000370473	9606.ENSP00000355124	0	0	0	0	0.111	0.270	0	0.217	0.447
IGFBP3	THBS2	9606.ENSP00000370473	9606.ENSP00000355751	0	0	0	0	0.220	0	0	0.336	0.460
IGFBP3	ADAM12	9606.ENSP00000370473	9606.ENSP00000357668	0	0	0	0	0.141	0.487	0	0.356	0.691
IGFBP3	COL5A1	9606.ENSP00000370473	9606.ENSP00000360882	0	0	0	0	0.307	0	0	0.181	0.408
IGFBP3	PLAU	9606.ENSP00000370473	9606.ENSP00000361850	0	0	0	0	0.098	0	0	0.379	0.416
IGFBP3	POSTN	9606.ENSP00000370473	9606.ENSP00000369071	0	0	0	0	0.286	0	0	0.285	0.467
IGFBP3	PERP	9606.ENSP00000370473	9606.ENSP00000397157	0	0	0	0	0.152	0	0	0.351	0.426
IGFBP3	CDKN2A	9606.ENSP00000370473	9606.ENSP00000418915	0	0	0	0	0.053	0	0	0.459	0.465
IGFBP3	LTBP1	9606.ENSP00000370473	9606.ENSP00000386043	0	0	0	0	0.136	0.270	0	0.252	0.487
IGFBP3	TGFBI	9606.ENSP00000370473	9606.ENSP00000416330	0	0	0	0	0.298	0	0	0.321	0.502
IGFBP6	SPOCK1	9606.ENSP00000301464	9606.ENSP00000378401	0	0	0	0	0.088	0	0	0.434	0.462
IGFBP6	IGFBP3	9606.ENSP00000301464	9606.ENSP00000370473	0	0	0	0.791	0.154	0	0.540	0.848	0.665
IGSF1	ARHGAP36	9606.ENSP00000359940	9606.ENSP00000276211	0	0	0	0	0.214	0	0	0.432	0.535
IGSF1	TGFBR1	9606.ENSP00000359940	9606.ENSP00000364133	0	0	0	0	0	0	0	0.469	0.469
IL17RD	DUSP6	9606.ENSP00000296318	9606.ENSP00000279488	0	0	0	0	0	0	0	0.430	0.430
IL17RD	FN1	9606.ENSP00000296318	9606.ENSP00000346839	0	0	0	0	0.063	0	0.650	0.218	0.721
IL1RAP	CXCL8	9606.ENSP00000314807	9606.ENSP00000306512	0	0	0	0	0.069	0	0	0.394	0.411
IL1RAP	SLITRK4	9606.ENSP00000314807	9606.ENSP00000469205	0	0	0	0	0	0	0	0.489	0.489
INF2	MYO1G	9606.ENSP00000376410	9606.ENSP00000258787	0	0	0	0	0.132	0.185	0	0.252	0.424
INHBB	FSTL3	9606.ENSP00000295228	9606.ENSP00000166139	0	0	0	0	0.078	0.143	0.600	0.430	0.795
INHBB	TGFBR1	9606.ENSP00000295228	9606.ENSP00000364133	0	0	0	0	0	0.150	0	0.439	0.502
IQGAP3	DEPDC1B	9606.ENSP00000354451	9606.ENSP00000265036	0	0	0	0	0.290	0	0	0.195	0.404
IQGAP3	S100B	9606.ENSP00000354451	9606.ENSP00000291700	0	0	0	0	0	0	0	0.436	0.436
IQGAP3	ARHGAP23	9606.ENSP00000354451	9606.ENSP00000481862	0	0	0	0	0.056	0	0	0.690	0.695
IQSEC3	ZCCHC12	9606.ENSP00000437554	9606.ENSP00000308921	0	0	0	0	0.225	0	0	0.376	0.496
IQSEC3	DMD	9606.ENSP00000437554	9606.ENSP00000354923	0	0	0	0	0.062	0.113	0	0.497	0.545
IQSEC3	DLG4	9606.ENSP00000437554	9606.ENSP00000382428	0	0	0	0	0.230	0.139	0	0.194	0.419
IQSEC3	CSMD1	9606.ENSP00000437554	9606.ENSP00000430733	0	0	0	0	0.097	0	0	0.471	0.502
ISYNA1	MLXIPL	9606.ENSP00000337746	9606.ENSP00000320886	0	0	0	0	0	0	0	0.486	0.486
ISYNA1	TPD52L1	9606.ENSP00000337746	9606.ENSP00000434142	0	0	0	0	0	0.408	0	0	0.408
ISYNA1	XDH	9606.ENSP00000337746	9606.ENSP00000368727	0	0	0	0	0	0.609	0	0.193	0.671
ITGA11	ITGA3	9606.ENSP00000327290	9606.ENSP00000007722	0	0	0	0.587	0.063	0	0.900	0.578	0.924
ITGA11	ITGB4	9606.ENSP00000327290	9606.ENSP00000200181	0	0	0	0	0.063	0.190	0.800	0.572	0.926
ITGA11	COMP	9606.ENSP00000327290	9606.ENSP00000222271	0	0	0	0	0.081	0.067	0.600	0.206	0.691
ITGA11	COL1A1	9606.ENSP00000327290	9606.ENSP00000225964	0	0	0	0	0.156	0	0.900	0.377	0.942
ITGA11	TNC	9606.ENSP00000327290	9606.ENSP00000265131	0	0	0	0	0.107	0.151	0.600	0.088	0.686
ITGA11	ITGA2	9606.ENSP00000327290	9606.ENSP00000296585	0	0	0	0.861	0	0	0.900	0.643	0.908
ITGA11	COL1A2	9606.ENSP00000327290	9606.ENSP00000297268	0	0	0	0	0.160	0	0.900	0.421	0.947
ITGA11	COL3A1	9606.ENSP00000327290	9606.ENSP00000304408	0	0	0	0	0.117	0	0	0.377	0.426
ITGA11	COL11A1	9606.ENSP00000327290	9606.ENSP00000359114	0	0	0	0	0.076	0	0	0.390	0.412
ITGA11	THBS4	9606.ENSP00000327290	9606.ENSP00000339730	0	0	0	0	0.052	0.067	0.600	0.196	0.677
ITGA11	LAMB3	9606.ENSP00000327290	9606.ENSP00000375778	0	0	0	0	0.063	0.103	0.600	0.167	0.682
ITGA11	THBS2	9606.ENSP00000327290	9606.ENSP00000355751	0	0	0	0	0.158	0.067	0.600	0.291	0.747
ITGA11	FN1	9606.ENSP00000327290	9606.ENSP00000346839	0	0	0	0	0.110	0	0.600	0.500	0.806
ITGA2	ITGA3	9606.ENSP00000296585	9606.ENSP00000007722	0	0	0	0.585	0.138	0	0.900	0.705	0.935
ITGA2	ITGB4	9606.ENSP00000296585	9606.ENSP00000200181	0	0	0	0	0.097	0.190	0.800	0.618	0.936
ITGA2	COMP	9606.ENSP00000296585	9606.ENSP00000222271	0	0	0	0	0	0.067	0.600	0.159	0.658
ITGA2	COL1A1	9606.ENSP00000296585	9606.ENSP00000225964	0	0	0	0	0.069	0.463	0.900	0.402	0.966
ITGA2	NT5E	9606.ENSP00000296585	9606.ENSP00000257770	0	0	0	0	0.098	0	0	0.445	0.478
ITGA2	POU2F3	9606.ENSP00000296585	9606.ENSP00000260264	0	0	0	0	0	0	0	0.407	0.407
ITGA2	ICAM1	9606.ENSP00000296585	9606.ENSP00000264832	0	0	0	0	0	0	0	0.501	0.501
ITGA2	TNC	9606.ENSP00000296585	9606.ENSP00000265131	0	0	0	0	0.106	0.151	0.900	0.088	0.921
ITGA2	CD109	9606.ENSP00000296585	9606.ENSP00000287097	0	0	0	0	0.097	0	0	0.424	0.457
ITGA2	FCER1A	9606.ENSP00000296585	9606.ENSP00000357097	0	0	0	0	0	0	0	0.406	0.406
ITGA2	F2R	9606.ENSP00000296585	9606.ENSP00000321326	0	0	0	0	0.067	0	0	0.426	0.441
ITGA2	ANPEP	9606.ENSP00000296585	9606.ENSP00000300060	0	0	0	0	0.111	0	0	0.426	0.468
ITGA2	COL5A2	9606.ENSP00000296585	9606.ENSP00000364000	0	0	0	0	0.062	0.297	0	0.268	0.475
ITGA2	PLAUR	9606.ENSP00000296585	9606.ENSP00000339328	0	0	0	0	0.065	0	0	0.477	0.490
ITGA2	MRC2	9606.ENSP00000296585	9606.ENSP00000307513	0	0	0	0	0	0	0	0.505	0.505
ITGA2	THBS2	9606.ENSP00000296585	9606.ENSP00000355751	0	0	0	0	0	0.067	0.600	0.246	0.694
ITGA2	THBS4	9606.ENSP00000296585	9606.ENSP00000339730	0	0	0	0	0	0.067	0.600	0.454	0.778
ITGA2	ITGA11	9606.ENSP00000296585	9606.ENSP00000327290	0	0	0	0.861	0	0	0.900	0.643	0.908
ITGA2	COL7A1	9606.ENSP00000296585	9606.ENSP00000332371	0	0	0	0.540	0.069	0	0.900	0.254	0.912
ITGA2	MET	9606.ENSP00000296585	9606.ENSP00000317272	0	0	0	0	0.154	0.114	0.900	0.208	0.932
ITGA2	LAMB3	9606.ENSP00000296585	9606.ENSP00000375778	0	0	0	0	0.122	0.103	0.900	0.365	0.943
ITGA2	COL11A1	9606.ENSP00000296585	9606.ENSP00000359114	0	0	0	0	0	0	0.900	0.480	0.945
ITGA2	COL3A1	9606.ENSP00000296585	9606.ENSP00000304408	0	0	0	0	0.062	0.297	0.900	0.341	0.950
ITGA2	COL1A2	9606.ENSP00000296585	9606.ENSP00000297268	0	0	0	0	0.062	0.463	0.900	0.360	0.963
ITGA2	FN1	9606.ENSP00000296585	9606.ENSP00000346839	0	0	0	0	0.087	0	0.900	0.735	0.973
ITGA3	ICAM1	9606.ENSP00000007722	9606.ENSP00000264832	0	0	0	0	0	0	0	0.414	0.414
ITGA3	COL5A1	9606.ENSP00000007722	9606.ENSP00000360882	0	0	0	0	0.110	0	0	0.381	0.426
ITGA3	TGM2	9606.ENSP00000007722	9606.ENSP00000355330	0	0	0	0	0.111	0	0	0.450	0.490
ITGA3	LGALS3	9606.ENSP00000007722	9606.ENSP00000254301	0	0	0	0	0.076	0	0	0.474	0.493
ITGA3	COL7A1	9606.ENSP00000007722	9606.ENSP00000332371	0	0	0	0	0.132	0	0	0.445	0.498
ITGA3	COMP	9606.ENSP00000007722	9606.ENSP00000222271	0	0	0	0	0	0.112	0.600	0.117	0.658
ITGA3	THBS4	9606.ENSP00000007722	9606.ENSP00000339730	0	0	0	0	0	0.112	0.600	0.120	0.660
ITGA3	TNC	9606.ENSP00000007722	9606.ENSP00000265131	0	0	0	0	0.117	0.151	0.600	0.111	0.698
ITGA3	COL1A2	9606.ENSP00000007722	9606.ENSP00000297268	0	0	0	0	0.074	0	0.600	0.270	0.706
ITGA3	THBS2	9606.ENSP00000007722	9606.ENSP00000355751	0	0	0	0	0.065	0.112	0.600	0.261	0.721
ITGA3	COL1A1	9606.ENSP00000007722	9606.ENSP00000225964	0	0	0	0	0.119	0	0.600	0.366	0.757
ITGA3	ITGA11	9606.ENSP00000007722	9606.ENSP00000327290	0	0	0	0.587	0.063	0	0.900	0.578	0.924
ITGA3	CSPG4	9606.ENSP00000007722	9606.ENSP00000312506	0	0	0	0	0.148	0	0.900	0.203	0.926
ITGA3	PLAU	9606.ENSP00000007722	9606.ENSP00000361850	0	0	0	0	0.098	0	0.900	0.270	0.928
ITGA3	TGFBI	9606.ENSP00000007722	9606.ENSP00000416330	0	0	0	0	0.119	0	0.900	0.303	0.933
ITGA3	ITGA2	9606.ENSP00000007722	9606.ENSP00000296585	0	0	0	0.585	0.138	0	0.900	0.705	0.935
ITGA3	PLAUR	9606.ENSP00000007722	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.501	0.948
ITGA3	MET	9606.ENSP00000007722	9606.ENSP00000317272	0	0	0	0	0.171	0.114	0.900	0.445	0.953
ITGA3	LAMB3	9606.ENSP00000007722	9606.ENSP00000375778	0	0	0	0	0.211	0.103	0.900	0.517	0.961
ITGA3	ITGB4	9606.ENSP00000007722	9606.ENSP00000200181	0	0	0	0	0.162	0.383	0.800	0.720	0.967
ITGA3	FN1	9606.ENSP00000007722	9606.ENSP00000346839	0	0	0	0	0.111	0.462	0.800	0.972	0.997
ITGB4	ITGA3	9606.ENSP00000200181	9606.ENSP00000007722	0	0	0	0	0.162	0.383	0.800	0.720	0.967
ITGB4	CEACAM6	9606.ENSP00000200181	9606.ENSP00000199764	0	0	0	0	0.078	0	0	0.436	0.458
ITGB4	TGM2	9606.ENSP00000200181	9606.ENSP00000355330	0	0	0	0	0.096	0.281	0	0.151	0.400
ITGB4	CDH3	9606.ENSP00000200181	9606.ENSP00000264012	0	0	0	0	0.069	0.062	0	0.384	0.415
ITGB4	ECM1	9606.ENSP00000200181	9606.ENSP00000358045	0	0	0	0	0	0.094	0	0.398	0.432
ITGB4	PLXNC1	9606.ENSP00000200181	9606.ENSP00000258526	0	0	0	0	0	0.141	0	0.386	0.450
ITGB4	COL7A1	9606.ENSP00000200181	9606.ENSP00000332371	0	0	0	0	0.115	0.061	0	0.467	0.519
ITGB4	MST1R	9606.ENSP00000200181	9606.ENSP00000296474	0	0	0	0	0.214	0.176	0	0.356	0.547
ITGB4	COMP	9606.ENSP00000200181	9606.ENSP00000222271	0	0	0	0	0	0	0.600	0.066	0.610
ITGB4	THBS4	9606.ENSP00000200181	9606.ENSP00000339730	0	0	0	0	0.062	0	0.600	0.059	0.616
ITGB4	TNC	9606.ENSP00000200181	9606.ENSP00000265131	0	0	0	0.539	0.063	0.056	0.600	0.063	0.619
ITGB4	THBS2	9606.ENSP00000200181	9606.ENSP00000355751	0	0	0	0	0.062	0	0.600	0.199	0.673
ITGB4	COL1A2	9606.ENSP00000200181	9606.ENSP00000297268	0	0	0	0	0.089	0.061	0.600	0.218	0.696
ITGB4	COL1A1	9606.ENSP00000200181	9606.ENSP00000225964	0	0	0	0	0.092	0.061	0.600	0.246	0.708
ITGB4	FN1	9606.ENSP00000200181	9606.ENSP00000346839	0	0	0	0.538	0.062	0	0.600	0.615	0.717
ITGB4	ITGA11	9606.ENSP00000200181	9606.ENSP00000327290	0	0	0	0	0.063	0.190	0.800	0.572	0.926
ITGB4	ERBB3	9606.ENSP00000200181	9606.ENSP00000267101	0	0	0	0	0.092	0.102	0.900	0.213	0.927
ITGB4	SFN	9606.ENSP00000200181	9606.ENSP00000340989	0	0	0	0	0.231	0.056	0.900	0.162	0.931
ITGB4	ITGA2	9606.ENSP00000200181	9606.ENSP00000296585	0	0	0	0	0.097	0.190	0.800	0.618	0.936
ITGB4	MET	9606.ENSP00000200181	9606.ENSP00000317272	0	0	0	0	0.088	0.323	0.900	0.472	0.963
ITGB4	LAMB3	9606.ENSP00000200181	9606.ENSP00000375778	0	0	0	0	0.233	0.140	0.900	0.765	0.982
IVL	TGM1	9606.ENSP00000357753	9606.ENSP00000206765	0	0	0	0	0.098	0	0.800	0.852	0.971
IVL	KRT17	9606.ENSP00000357753	9606.ENSP00000308452	0	0	0	0	0.099	0	0	0.404	0.440
IVL	KRT19	9606.ENSP00000357753	9606.ENSP00000355124	0	0	0	0	0	0	0	0.459	0.459
IVL	S100A2	9606.ENSP00000357753	9606.ENSP00000357697	0	0	0	0	0.140	0	0	0.338	0.407
IVL	S100A6	9606.ENSP00000357753	9606.ENSP00000357709	0	0	0	0	0	0	0	0.606	0.606
IVL	KLK6	9606.ENSP00000357753	9606.ENSP00000366047	0	0	0	0	0.065	0	0	0.398	0.413
IVL	KLK7	9606.ENSP00000357753	9606.ENSP00000375683	0	0	0	0	0.066	0	0	0.506	0.518
IVL	CDSN	9606.ENSP00000357753	9606.ENSP00000365465	0	0	0	0	0.098	0	0.600	0.565	0.829
JAG2	DTX4	9606.ENSP00000328169	9606.ENSP00000227451	0	0	0	0	0.049	0.335	0	0.313	0.527
JAG2	CCND1	9606.ENSP00000328169	9606.ENSP00000227507	0	0	0	0	0.065	0	0	0.456	0.470
JAG2	GNLY	9606.ENSP00000328169	9606.ENSP00000263863	0	0	0	0	0	0	0	0.559	0.559
JAG2	HES6	9606.ENSP00000328169	9606.ENSP00000272937	0	0	0	0	0.069	0.104	0	0.437	0.489
JAG2	MXRA8	9606.ENSP00000328169	9606.ENSP00000399229	0	0	0	0	0.079	0	0	0.467	0.488
JAG2	HEY2	9606.ENSP00000328169	9606.ENSP00000357348	0	0	0	0	0.062	0.104	0	0.729	0.752
KCNJ2	PKP2	9606.ENSP00000243457	9606.ENSP00000070846	0	0	0	0	0	0	0	0.417	0.416
KCNJ2	CACNB1	9606.ENSP00000243457	9606.ENSP00000377840	0	0	0	0	0.062	0	0	0.441	0.454
KCNJ2	KCNN4	9606.ENSP00000243457	9606.ENSP00000262888	0	0	0	0	0	0	0	0.475	0.475
KCNJ2	DLG4	9606.ENSP00000243457	9606.ENSP00000382428	0	0	0	0	0	0.345	0	0.445	0.621
KCNJ2	GABBR2	9606.ENSP00000243457	9606.ENSP00000259455	0	0	0	0	0	0	0.600	0.111	0.629
KCNJ2	SCN1B	9606.ENSP00000243457	9606.ENSP00000396915	0	0	0	0	0	0	0	0.654	0.654
KCNJ2	HCN4	9606.ENSP00000243457	9606.ENSP00000261917	0	0	0	0	0.054	0	0	0.715	0.719
KCNJ2	KCNQ3	9606.ENSP00000243457	9606.ENSP00000373648	0	0	0	0	0	0	0.800	0.240	0.841
KCNN4	KCNJ2	9606.ENSP00000262888	9606.ENSP00000243457	0	0	0	0	0	0	0	0.475	0.475
KCNQ3	CBLN4	9606.ENSP00000373648	9606.ENSP00000064571	0	0	0	0	0.212	0	0	0.413	0.518
KCNQ3	CBLN1	9606.ENSP00000373648	9606.ENSP00000219197	0	0	0	0	0.152	0	0	0.365	0.438
KCNQ3	KCNJ2	9606.ENSP00000373648	9606.ENSP00000243457	0	0	0	0	0	0	0.800	0.240	0.841
KCNQ3	ADCY8	9606.ENSP00000373648	9606.ENSP00000286355	0	0	0	0	0.174	0.057	0	0.368	0.465
KCNQ3	GLDN	9606.ENSP00000373648	9606.ENSP00000335196	0	0	0	0	0.078	0	0	0.474	0.494
KCNQ3	GJB3	9606.ENSP00000373648	9606.ENSP00000362464	0	0	0	0	0	0	0	0.570	0.570
KCNQ3	GABRD	9606.ENSP00000373648	9606.ENSP00000367848	0	0	0	0	0.174	0	0	0.391	0.475
KCNQ3	NRCAM	9606.ENSP00000373648	9606.ENSP00000368314	0	0	0	0	0.121	0	0.600	0.386	0.765
KCNQ3	KCNS3	9606.ENSP00000373648	9606.ENSP00000385968	0	0	0	0.578	0.056	0.220	0.500	0.472	0.675
KCNQ3	SPTBN2	9606.ENSP00000373648	9606.ENSP00000432568	0	0	0	0	0.096	0	0.600	0.181	0.678
KCNQ3	SCN1B	9606.ENSP00000373648	9606.ENSP00000396915	0	0	0	0	0.076	0	0.500	0.633	0.815
KCNS3	KCNQ3	9606.ENSP00000385968	9606.ENSP00000373648	0	0	0	0.578	0.056	0.220	0.500	0.472	0.675
KDELR3	TUSC3	9606.ENSP00000386918	9606.ENSP00000424544	0	0	0	0	0.360	0.160	0	0.075	0.459
KDELR3	SPTBN2	9606.ENSP00000386918	9606.ENSP00000432568	0	0	0	0	0	0	0.600	0.134	0.639
KL	CYP24A1	9606.ENSP00000369442	9606.ENSP00000216862	0	0	0	0	0.063	0	0	0.663	0.671
KL	WNT3	9606.ENSP00000369442	9606.ENSP00000225512	0	0	0	0	0	0.182	0	0.711	0.753
KL	APOE	9606.ENSP00000369442	9606.ENSP00000252486	0	0	0	0	0.082	0	0	0.422	0.446
KL	WNT10A	9606.ENSP00000369442	9606.ENSP00000258411	0	0	0	0	0	0.070	0	0.396	0.414
KL	RUNX2	9606.ENSP00000369442	9606.ENSP00000360493	0	0	0	0	0	0	0	0.522	0.522
KL	LCN2	9606.ENSP00000369442	9606.ENSP00000362108	0	0	0	0	0	0	0	0.412	0.412
